,Initials,Country  ,Context,Example,Stock decline,Sp. distributional shifts,Ocean acidification,Extreme climatic events,Uncertainty (ecological),Market changes,Regulation change,Consolidation,Globalization,Uncertainty (social),Community,Implemented,Anticipatory,Responsive,Both,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,,Reduce stressor,Reduce sensitivity,Cope,No change,Take advantage,Source,Notes,Confidence,,,,,
795,JM,AUS,N,Research,1,,,,2,,,,,,Y,Y,,,x,,,x,,,,,,x,,,x,x,,,,Nell & Perkins 2006,"As part of the package described above, in cooperation with FRDC, NSW DPI provided $AUD 10,000 to conduct a commercial farm
proof of concept trial of hatchery-produced, QX-resistant SRO in collaboration with seven Hawkesbury River oyster farmers.",5,,,,,
796,JM,AUS,N,Investment in new gear or innovations,1,,,,,,,,,,Y,Y,,,x,,,x,,,,,,x,,,x,x,,,,Nell & Perkins 2006,"Hawkesbury River SRO farmers adapted well in shifting their traditional farming methods towards single seed oyster farming technology that would enable them to take advantage of the hatchery-produced oyster seed stock. Furthermore, they were also able to apply the principals of small single seed management in the development of a versatile and cost efficient floating bag system for use on their farms.",5,,,,,
797,JM,AUS,N,Disaster risk management,1,,,,,,,,,,N,Y,x,,,,,x,,,,,,,,,,x,,,,Biosecurity NSW 2014,"A policy document was produced outlining procedures to follow in the event of a suspected or confirmed outbreak of Ostreid herpesvirus-1 micro-variant (OsHV-1 μvar) virus in NSW waterways. This virus is the cause of Pacific Oyster Mortality Syndrome (POMS), which (in 2014) represented a current and significant threat to the Pacific Oyster industry of NSW, causing stock mortality of farmed oysters and loss of income in estuaries where it has been confirmed. ",5,,,,,
798,JM,AUS,N,Adaptation programs,1,,,,,,,,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,FRDC 2017,"Following the January 2016 outbreak of POMS in Tasmania which caused mass oyster mortalities, Australian Seafood Industries (ASI) Pty Ltd undertook an emergency response programme. This proved critical for Tasmanian (and NSW) oyster growers in that POMS-resistant broodstock was supplied to industry in a timely fashion - a situation made possible through a collaborative approach with industry, allowing the rapid dissemination of research results and near-immediate adoption of research outcomes. ",5,,,,,
799,JM,AUS,N,Research,1,,,,,,,,,,Y,Y,,x,,,,x,,,x,,,x,,,,x,,,,FRDC 2017 ,"Several collaborative research projects were developed in association with the ASI emergency response programme. E.g. Testing of hatchery-bred oyster spat for the presence of POMS using PCR techniques (in collaboration with Institute of Marine and Antarctic Studies and the Tasmanian Department of Primary Industries, Parks, Water and Environment - DPIPWE), field-based mortality assessments and development of a breeding calculator tool that allowed commercial hatcheries to predict survival and inbreeding for potential commercial crosses of the most resistant oyster family lines.",5,,,,,
800,JM,AUS,N,Coordination and organization,,,,,1,,,,,2,Y,Y,,,x,,x,x,,,x,,,x,,,x,,,,,Hutchinson & Mair 2016, Ferris 2017,"The 'Future Oysters co-operative research centre (CRC)' established in 2016 and running till 2019, is a multi-state, multi-species and multi-agency (i.e. university, industry, state and federal government) research centre of excellence with 3 main objectives: 1) Better Oysters - breeding; 2) Healthy Oysters - understanding aquatic diseases; 3) More oysters - diversification. Provides a central place/framework for research and development in oyster growing and production in Australia. Could also fall under 'Adaptation programs'",4,,,,
801,JM,AUS,N,Research,1,,,,2,,,,,,N,Y,,,x,,x,x,,,x,,,x,,,x,,,,,Hutchinson & Mair 2016,"There are several research projects established under the Future Oysters CRC-P. For e.g. Project 2016-806: Advanced aquatic disease surveillance for known and undefined oyster pathogens. This project involves representatives from SARDI, University of Tasmania, University of Adelaide, Flinders University, NSW DPI, and the Tasmanian DPIPWE.",5,,,,,
802,JM,AUS,N,Education,1,,,,2,,,,,,N,Y,x,,,,x,,,,,,,,,,x,,,,,DAFF 2012,"A field guide on aquatic animal diseases significant to Australia was produced by DAFF in 2012. This was the 4th edition of the guide, which aims to aid in early recognition and reporting of suspected disease outbreaks  and hence protect aquatic biodiversity, and the fisheries and aquaculture sectors. A mobile app. version of the guide has recently been released (in April 2017).",5,,,,,
803,JM,AUS,N,Enforcement,1,,,,,,,,,,N,Y,,x,,,,x,,,,,,,,,x,,,,,Gaughan et al. 2008 ,"In 1998/1999, the population of pilchards (Sardinops sagax) off southern Australia suffered a 70% reduction in biomass due to a mass mortality event caused by pilchard herpesvirus. This followed a similar event in May 1995. As a conservative measure, following preliminary assessments of the mortality rate in WA, the TAC for each of the Albany, Bremer Bay and Esperance zones were substantially reduced and, for a period, set to zero tonnes. The loss of pilchards seriously impacted the commercial fishery, including processing establishments.",,,,,,
804,JM,AUS,N,Research,1,,,,2,,,,,,Y,Y,,,x,,,x,,,,,,,,,,x,,,,Gaughan et al. 2008 ,"Following the pilchard 1998/99 mass mortality described in the previous example, a six-year research project was undertaken to document changes in pilchard biomass in the four harvested assemblages in southern WA, and further develop the age-structured simulation models for pilchards in the region. Recognition by stakeholders and managers that the research results could not provide precise estimates of biomass in any one year has actually helped the WA purse seine management system to adopt a pragmatic, medium- to long-term view.",,,,,,
805,JM,AUS,CC,Investment in new gear or innovations,,1,,,,,,,,,N,Y,,,x,,,,,,,,,x,,,,x,,,,Holbrook & Johnson 2014,Fishers in the Australian east coast longline fishery use a range of ports to land their catch as target fish distribution and availability changes.,5,,,,,
806,JM,AUS,CC,Investment in new gear or innovations,2,,,1,,,,,,,N,Y,,x,,,,,,,,,,x,,,,x,,,,Tobin et al. 2010,"Immediately after tropical cyclone Hamish (TC Hamish) hit the Queensland coast in March 2009, fishers in the Coral Reef Fin Fish Fishery (CRFFF) reduced fishing effort or stopped fishing (for an average of 4 weeks following the TC) , and/or shifted effort to new areas in response to lower catch rates in areas they usually fished. Larger vessels (>14 m) were more likely to move from their usual  fishing areas than either smaller or medium-sized vessels. ",5,,,,,
807,JM,AUS,CC,Investments to improve value chain,,,,1,,,,,,2,N,Y,,x,,,,x,,,,,,,,,,x,,,,Tobin et al. 2010,"Fisheries Queensland temporarily lifted filleting restrictions kin the CRFFF which prevented many fishers from filleting and skinning coral reef fish at-sea. This action was intended to improve access to the ‘skin off fillet’ market, allowing fishers to increase profits.",5,,,,,
808,JM,AUS,CC,Coordination and organization,,,,1,,,,,,2,Y,Y,,,x,,x,x,,,,x,,,,,,x,,,,Tobin et al. 2010,"Several agencies (i.e. Fisheries Queensland, the GBRMPA, Queensland Seafood Industry Association) and stakeholders (commercial fishers) expressed interest in examining CRFFF fishers’ response to impacts from TC Hamish, and to determine if/how management can help industry remain viable through future environmental events. A working group was formed including these groups  and scientists from the Fishing and Fisheries Research Centre, the Australian Institute of Marine Science (AIMS) and CSIRO.",5,,,,,
809,JM,AUS,CC,Research,,,,,1,,,,,2,Y,Y,,,x,,x,,,,,,,,,,,x,,,,Tobin et al. 2010,"In response to the impact of TC Hamish, FRDC funded research to 1) estimate reef structural damage and fish abundance; 2) determine the real time effects of TC Hamish on the catch composition and catch rates of each fishing sector within the CRFFF; 3) determine the socio-economic effects of TC Hamish on the commercial and charter CRFFF, including adaptability of the fleet, vulnerability to future environmental events, and steps for reducing or mitigating this vulnerability, among other topics.",5,,,,,
810,JM,AUS,CC,Dynamic ocean management,,,,1,,,,,,,Y,N,x,,,,,x,,,,,,,,,,x,,,,Tobin et al. 2010, Holbrook & Johnson 2014,"In surveys of fishers conducted as part of the FRDC project detailed immediately above, fishers advocated the closure of some areas and the opening of new areas to fishing, in order to spread fishing pressure more evenly in the CRFFF in the event of a tropical cyclone.",5,,,,
811,JM,AUS,CC,Disaster funds,,,,1,,,,,,,Y,N,x,,,,,x,,,,,,,,,,x,,,,Tobin et al. 2010, Holbrook & Johnson 2014,Another suggestion by CRFFF fishers was for government funded low interest loans and disaster relief funds in the event of a tropical cyclone..,5,,,,
812,JM,AUS,CC,Enforcement,,,,1,,,,,,,Y,N,x,,,,,x,,,,,,,,,,x,,,,Tobin et al. 2010,There were also calls by fishers in the CRFFF for the state government to lift other restrictions (e.g. size of vessel restrictions).,5,,,,,
813,JM,AUS,CC,Research,,1,,,,,,,,,Y,Y,x,,,,x,,,,x,,,,,,,x,,,,Madin et al. 2012,"Research commissioned by the 'Marine Adaptation Network of Australia' into the socio-economic and management implications of observed and predicted range-shifts in Australian marine species under CC, including commercially-harvested fishes. The work includes a summary of range shifts in Australian marine species, and a review of adaptation strategies to counter range-shift related stressors (see next four rows for high ranked examples)..",5,,,,,
814,JM,AUS,CC,MPAs,,1,,,,,,,,,N,N,,,x,,x,x,,,,,,,,,,x,,,,Madin et al. 2012,Spatial protection in the form of no-take or multiple-use protected areas put forward by Madin et al. as potentially very useful adaptation strategy for managing range-shifting species.,5,,,,,
815,JM,AUS,CC,Enforcement,,1,,,,,,,,,N,N,,,x,,x,x,,,,,,,,,,x,,,,Madin et al. 2012,Fisheries management through input and/or output controls was also listed as highly relevant for managing CC-induced range-shifts in commercially important fishes. ,5,,,,,
816,JM,AUS,CC,Education,,1,,,,,,,,,N,N,,,x,,x,x,,,x,,,,,,,x,,,,Madin et al. 2012,"Another suggestion for potential CC adaptation re: range-shifting species in Australian fisheries is through education programmes to non-fishers and fishers alike in schools, through coastal signage, National Park brochures etc.",5,,,,,
817,JM,AUS,CC,Restoration,,1,,,,,,,,,N,N,,,x,,x,x,,,,,,,,,,x,,,,Ling and Johnson 2012, Madin et al. 2012, Johnson et al. 2017,Species and habitat restoration through breeding programmes or re-introductions advanced as highly relevant for managing range-shifting species in Australian marine systems. This e.g. relates to calls for re-introduction of large rock lobsters (Jasus edwardii) to mitigate the expansion of 'urchin barrens' created by invasive sea urchins (Centrostephanus rodgersii).,5,,,
818,JM,AUS,CC,Research,2,1,,,,,,,,,N,Y,,,x,,x,x,,,x,,,,,,,x,,,,Marzloff et al. 2013, Johnson et al. 2017,"As part of an extensive research programme that evaluated options to minimise the formation of urchin barrens by C. rodgersii in Tasmania, two new models were developed: TRITON - an ecosystem model describing interactions between seaweed, C. rodgersii and rock lobsters, and a single-species model of C. rodgersii population dynamics. Output from these models, in addition to the current rock lobster assessment model, show that at coastwide scales, rebuilding populations of large (>140 mm CL) rock lobsters to minimize risk of extensive urchin barrens forming will be faster and cheaper than rehabilitating extensive barrens once they form. The TRITON model also indicated that a combination of reduced lobster fishing and the harvest (or cull) of urchins (either targeted for the growing urchin roe industry or as bycatch collected by  abalone divers) will be most effective at reducing urchin densities, particularly on extensive barrens.",,,,,
819,JM,AUS,CC,Reductions in other stressors,2,1,,,,,,,,,N,Y,,,x,,x,x,,,x,,,,,,x,x,,,,"Tracey et al. 2014, 2015","Experimental culling of the sea urchin (C. rodgersii) conducted off Tasmania's east coast. This control trial was implemented with an overall aim of reducing the impacts of invasive C. rodgersii and preventing the expansion of urchin barrens, with potential  indirect benefits for abalone populations and the fishery that targets them. Results showed that the cull was effective at reducing urchin densities at small spatial scales up to 1 year post-cull. ",5,,,,,
820,JM,AUS,CC,Market diversification,,1,,,,,,,,,N,Y,,x,,,,,,,,,,x,,,,,,,x,Metcalf et al. 2014, Johnson et al. 2017,"The invasion of the long-spined sea urchin (C. Rodgersii) into Tasmanian waters has given rise to a growing urchin roe production and export industry, both for Australian (e.g. Seafoods Tasmania, based in Goshen, Tasmania) and global companies (e.g. Urchinomics, based in Norway and Japan - http://www.urchinomics.com/home)..",,,,,
821,JM,AUS,CC,Market diversification,,1,,,,,,,,,N,Y,,x,,,,,,,,,,x,,,,,,,x,Keane and Ling 2017,"Urchinomics has developed a technique for improving the roe quality, and hence the market value of sea urchins. In summary, the process involves identifying urchin barrens, harvesting the starving, unhealthy urchins and re-homing them in holding systems that can be hung in deep water off existing oyster or mussel lines. The 'ranched' urchins are then fed with kelp-based feed and after 12 weeks they are, according to the company directors, ready to harvest. (www.urchinomics.com). The first trials of the technique in Tasmania are planned for Great Oyster Bay on Tasmania's east coast, using invasive C. rodgersii and endemic short spined urchins (Heliocidaris). The trails will be conducted in collaboration with the University of Tasmania's Institute of Marine and Antarctic Studies (IMAS) and local oyster growers.   ",,,,,,
